"Título de trazado: 20759041"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 20759041, SEN S/N: 20759041, LBL: TempC)","Event, units (LGR S/N: 20759041, SEN S/N: 20759041, LBL: 0.2mm)","Acoplador adjunto (LGR S/N: 20759041)","Host conectado (LGR S/N: 20759041)","Acoplador separado (LGR S/N: 20759041)","Final de archivo (LGR S/N: 20759041)"
11731,06/20/25 08:53:57 a.m.,,4162.00,,,,
11732,06/20/25 09:00:00 a.m.,6.573,,,,,
11733,06/20/25 09:20:05 a.m.,,4163.00,,,,
11734,06/20/25 09:30:00 a.m.,7.179,,,,,
11735,06/20/25 09:51:19 a.m.,,4164.00,,,,
11736,06/20/25 10:00:00 a.m.,8.082,,,,,
11737,06/20/25 10:30:00 a.m.,9.275,,,,,
11738,06/20/25 11:00:00 a.m.,8.978,,,,,
11739,06/20/25 11:30:00 a.m.,8.581,,,,,
11740,06/20/25 11:53:03 a.m.,,4165.00,,,,
11741,06/20/25 12:00:00 p.m.,8.978,,,,,
11742,06/20/25 12:30:00 p.m.,10.259,,,,,
11743,06/20/25 12:38:56 p.m.,,4166.00,,,,
11744,06/20/25 12:41:08 p.m.,,4167.00,,,,
11745,06/20/25 12:44:14 p.m.,,4168.00,,,,
11746,06/20/25 12:48:40 p.m.,,4169.00,,,,
11747,06/20/25 12:51:34 p.m.,,4170.00,,,,
11748,06/20/25 12:54:35 p.m.,,4171.00,,,,
11749,06/20/25 12:57:16 p.m.,,4172.00,,,,
11750,06/20/25 01:00:00 p.m.,8.382,,,,,
11751,06/20/25 01:03:26 p.m.,,4173.00,,,,
11752,06/20/25 01:06:16 p.m.,,4174.00,,,,
11753,06/20/25 01:11:19 p.m.,,4175.00,,,,
11754,06/20/25 01:15:59 p.m.,,4176.00,,,,
11755,06/20/25 01:19:30 p.m.,,4177.00,,,,
11756,06/20/25 01:21:30 p.m.,,4178.00,,,,
11757,06/20/25 01:24:49 p.m.,,4179.00,,,,
11758,06/20/25 01:29:38 p.m.,,4180.00,,,,
11759,06/20/25 01:30:00 p.m.,7.682,,,,,
11760,06/20/25 01:45:39 p.m.,,4181.00,,,,
11761,06/20/25 02:00:00 p.m.,8.481,,,,,
11762,06/20/25 02:30:00 p.m.,8.481,,,,,
11763,06/20/25 03:00:00 p.m.,11.041,,,,,
11764,06/20/25 03:19:38 p.m.,,4182.00,,,,
11765,06/20/25 03:24:12 p.m.,,4183.00,,,,
11766,06/20/25 03:25:59 p.m.,,4184.00,,,,
11767,06/20/25 03:28:21 p.m.,,4185.00,,,,
11768,06/20/25 03:30:00 p.m.,9.571,,,,,
11769,06/20/25 03:30:06 p.m.,,4186.00,,,,
11770,06/20/25 03:33:13 p.m.,,4187.00,,,,
11771,06/20/25 03:35:37 p.m.,,4188.00,,,,
11772,06/20/25 03:38:12 p.m.,,4189.00,,,,
11773,06/20/25 03:40:37 p.m.,,4190.00,,,,
11774,06/20/25 03:43:17 p.m.,,4191.00,,,,
11775,06/20/25 03:45:48 p.m.,,4192.00,,,,
11776,06/20/25 03:49:34 p.m.,,4193.00,,,,
11777,06/20/25 03:53:01 p.m.,,4194.00,,,,
11778,06/20/25 03:58:08 p.m.,,4195.00,,,,
11779,06/20/25 04:00:00 p.m.,7.782,,,,,
11780,06/20/25 04:03:36 p.m.,,4196.00,,,,
11781,06/20/25 04:08:32 p.m.,,4197.00,,,,
11782,06/20/25 04:11:31 p.m.,,4198.00,,,,
11783,06/20/25 04:15:51 p.m.,,4199.00,,,,
11784,06/20/25 04:19:45 p.m.,,4200.00,,,,
11785,06/20/25 04:26:08 p.m.,,4201.00,,,,
11786,06/20/25 04:30:00 p.m.,8.481,,,,,
11787,06/20/25 04:30:24 p.m.,,4202.00,,,,
11788,06/20/25 04:39:39 p.m.,,4203.00,,,,
11789,06/20/25 04:50:10 p.m.,,4204.00,,,,
11790,06/20/25 05:00:00 p.m.,7.983,,,,,
11791,06/20/25 05:30:00 p.m.,7.079,,,,,
11792,06/20/25 06:00:00 p.m.,6.166,,,,,
11793,06/20/25 06:30:00 p.m.,4.831,,,,,
11794,06/20/25 07:00:00 p.m.,4.415,,,,,
11795,06/20/25 07:30:00 p.m.,4.207,,,,,
11796,06/20/25 08:00:00 p.m.,4.623,,,,,
11797,06/20/25 08:30:00 p.m.,4.727,,,,,
11798,06/20/25 09:00:00 p.m.,4.519,,,,,
11799,06/20/25 09:12:26 p.m.,,4205.00,,,,
11800,06/20/25 09:30:00 p.m.,4.934,,,,,
11801,06/20/25 10:00:00 p.m.,4.934,,,,,
11802,06/20/25 10:08:02 p.m.,,4206.00,,,,
11803,06/20/25 10:30:00 p.m.,4.831,,,,,
11804,06/20/25 11:00:00 p.m.,4.727,,,,,
11805,06/20/25 11:30:00 p.m.,4.831,,,,,
11806,06/20/25 11:36:40 p.m.,,4207.00,,,,
11807,06/21/25 12:00:00 a.m.,4.831,,,,,
11808,06/21/25 12:08:04 a.m.,,4208.00,,,,
11809,06/21/25 12:30:00 a.m.,4.831,,,,,
11810,06/21/25 12:43:57 a.m.,,4209.00,,,,
11811,06/21/25 01:00:00 a.m.,4.623,,,,,
11812,06/21/25 01:30:00 a.m.,4.623,,,,,
11813,06/21/25 01:54:03 a.m.,,4210.00,,,,
11814,06/21/25 02:00:00 a.m.,4.519,,,,,
11815,06/21/25 02:30:00 a.m.,4.519,,,,,
11816,06/21/25 02:55:05 a.m.,,4211.00,,,,
11817,06/21/25 03:00:00 a.m.,4.623,,,,,
11818,06/21/25 03:03:48 a.m.,,4212.00,,,,
11819,06/21/25 03:10:33 a.m.,,4213.00,,,,
11820,06/21/25 03:21:36 a.m.,,4214.00,,,,
11821,06/21/25 03:30:00 a.m.,4.623,,,,,
11822,06/21/25 03:34:39 a.m.,,4215.00,,,,
11823,06/21/25 03:42:04 a.m.,,4216.00,,,,
11824,06/21/25 03:57:25 a.m.,,4217.00,,,,
11825,06/21/25 04:00:00 a.m.,4.623,,,,,
11826,06/21/25 04:27:50 a.m.,,4218.00,,,,
11827,06/21/25 04:30:00 a.m.,4.727,,,,,
11828,06/21/25 04:50:36 a.m.,,4219.00,,,,
11829,06/21/25 05:00:00 a.m.,4.727,,,,,
11830,06/21/25 05:12:47 a.m.,,4220.00,,,,
11831,06/21/25 05:30:00 a.m.,4.623,,,,,
11832,06/21/25 06:00:00 a.m.,4.311,,,,,
11833,06/21/25 06:19:24 a.m.,,4221.00,,,,
11834,06/21/25 06:30:00 a.m.,4.311,,,,,
11835,06/21/25 07:00:00 a.m.,4.311,,,,,
11836,06/21/25 07:30:00 a.m.,4.311,,,,,
11837,06/21/25 07:35:37 a.m.,,4222.00,,,,
11838,06/21/25 08:00:00 a.m.,5.141,,,,,
11839,06/21/25 08:30:00 a.m.,7.381,,,,,
11840,06/21/25 09:00:00 a.m.,12.980,,,,,
11841,06/21/25 09:30:00 a.m.,11.625,,,,,
11842,06/21/25 10:00:00 a.m.,14.134,,,,,
11843,06/21/25 10:30:00 a.m.,14.613,,,,,
11844,06/21/25 11:00:00 a.m.,13.942,,,,,
11845,06/21/25 11:30:00 a.m.,14.421,,,,,
11846,06/21/25 12:00:00 p.m.,13.654,,,,,
11847,06/21/25 12:30:00 p.m.,13.750,,,,,
11848,06/21/25 01:00:00 p.m.,14.325,,,,,
11849,06/21/25 01:30:00 p.m.,18.996,,,,,
11850,06/21/25 02:00:00 p.m.,17.570,,,,,
11851,06/21/25 02:30:00 p.m.,14.325,,,,,
11852,06/21/25 03:00:00 p.m.,13.076,,,,,
11853,06/21/25 03:30:00 p.m.,11.236,,,,,
11854,06/21/25 04:00:00 p.m.,9.965,,,,,
11855,06/21/25 04:26:04 p.m.,,4223.00,,,,
11856,06/21/25 04:30:00 p.m.,9.373,,,,,
11857,06/21/25 05:00:00 p.m.,8.282,,,,,
11858,06/21/25 05:30:00 p.m.,7.079,,,,,
11859,06/21/25 06:00:00 p.m.,6.370,,,,,
11860,06/21/25 06:30:00 p.m.,5.450,,,,,
11861,06/21/25 07:00:00 p.m.,3.893,,,,,
11862,06/21/25 07:30:00 p.m.,2.088,,,,,
11863,06/21/25 08:00:00 p.m.,0.563,,,,,
11864,06/21/25 08:30:00 p.m.,-0.325,,,,,
11865,06/21/25 09:00:00 p.m.,0.232,,,,,
11866,06/21/25 09:30:00 p.m.,1.980,,,,,
11867,06/21/25 10:00:00 p.m.,1.003,,,,,
11868,06/21/25 10:30:00 p.m.,0.893,,,,,
11869,06/21/25 11:00:00 p.m.,2.517,,,,,
11870,06/21/25 11:30:00 p.m.,3.472,,,,,
11871,06/22/25 12:00:00 a.m.,3.998,,,,,
11872,06/22/25 12:30:00 a.m.,4.311,,,,,
11873,06/22/25 01:00:00 a.m.,4.207,,,,,
11874,06/22/25 01:30:00 a.m.,4.207,,,,,
11875,06/22/25 02:00:00 a.m.,4.102,,,,,
11876,06/22/25 02:30:00 a.m.,3.788,,,,,
11877,06/22/25 03:00:00 a.m.,3.578,,,,,
11878,06/22/25 03:30:00 a.m.,1.980,,,,,
11879,06/22/25 03:36:01 a.m.,,4224.00,,,,
11880,06/22/25 04:00:00 a.m.,1.221,,,,,
11881,06/22/25 04:30:00 a.m.,2.195,,,,,
11882,06/22/25 05:00:00 a.m.,3.578,,,,,
11883,06/22/25 05:30:00 a.m.,3.998,,,,,
11884,06/22/25 06:00:00 a.m.,3.788,,,,,
11885,06/22/25 06:30:00 a.m.,3.578,,,,,
11886,06/22/25 07:00:00 a.m.,4.519,,,,,
11887,06/22/25 07:30:00 a.m.,5.552,,,,,
11888,06/22/25 08:00:00 a.m.,6.573,,,,,
11889,06/22/25 08:30:00 a.m.,8.481,,,,,
11890,06/22/25 09:00:00 a.m.,9.373,,,,,
11891,06/22/25 09:30:00 a.m.,11.236,,,,,
11892,06/22/25 10:00:00 a.m.,12.304,,,,,
11893,06/22/25 10:30:00 a.m.,11.819,,,,,
11894,06/22/25 11:00:00 a.m.,10.748,,,,,
11895,06/22/25 11:30:00 a.m.,12.110,,,,,
11896,06/22/25 12:00:00 p.m.,14.325,,,,,
11897,06/22/25 12:30:00 p.m.,12.980,,,,,
11898,06/22/25 01:00:00 p.m.,11.334,,,,,
11899,06/22/25 01:30:00 p.m.,13.942,,,,,
11900,06/22/25 02:00:00 p.m.,16.332,,,,,
11901,06/22/25 02:30:00 p.m.,17.950,,,,,
11902,06/22/25 03:00:00 p.m.,18.045,,,,,
11903,06/22/25 03:30:00 p.m.,14.134,,,,,
11904,06/22/25 04:00:00 p.m.,13.173,,,,,
11905,06/22/25 04:30:00 p.m.,11.041,,,,,
11906,06/22/25 05:00:00 p.m.,9.571,,,,,
11907,06/22/25 05:30:00 p.m.,8.879,,,,,
11908,06/22/25 06:00:00 p.m.,6.573,,,,,
11909,06/22/25 06:30:00 p.m.,5.450,,,,,
11910,06/22/25 07:00:00 p.m.,3.788,,,,,
11911,06/22/25 07:30:00 p.m.,2.303,,,,,
11912,06/22/25 08:00:00 p.m.,1.548,,,,,
11913,06/22/25 08:30:00 p.m.,1.112,,,,,
11914,06/22/25 09:00:00 p.m.,0.674,,,,,
11915,06/22/25 09:30:00 p.m.,0.784,,,,,
11916,06/22/25 10:00:00 p.m.,0.784,,,,,
11917,06/22/25 10:30:00 p.m.,1.003,,,,,
11918,06/22/25 11:00:00 p.m.,1.980,,,,,
11919,06/22/25 11:30:00 p.m.,0.893,,,,,
11920,06/23/25 12:00:00 a.m.,0.563,,,,,
11921,06/23/25 12:30:00 a.m.,0.453,,,,,
11922,06/23/25 01:00:00 a.m.,0.343,,,,,
11923,06/23/25 01:30:00 a.m.,0.343,,,,,
11924,06/23/25 02:00:00 a.m.,0.343,,,,,
11925,06/23/25 02:30:00 a.m.,0.010,,,,,
11926,06/23/25 03:00:00 a.m.,0.343,,,,,
11927,06/23/25 03:30:00 a.m.,1.112,,,,,
11928,06/23/25 04:00:00 a.m.,1.764,,,,,
11929,06/23/25 04:30:00 a.m.,2.624,,,,,
11930,06/23/25 05:00:00 a.m.,3.683,,,,,
11931,06/23/25 05:30:00 a.m.,4.102,,,,,
11932,06/23/25 06:00:00 a.m.,4.519,,,,,
11933,06/23/25 06:30:00 a.m.,4.727,,,,,
11934,06/23/25 07:00:00 a.m.,5.244,,,,,
11935,06/23/25 07:30:00 a.m.,6.064,,,,,
11936,06/23/25 08:00:00 a.m.,6.775,,,,,
11937,06/23/25 08:30:00 a.m.,7.983,,,,,
11938,06/23/25 09:00:00 a.m.,9.275,,,,,
11939,06/23/25 09:30:00 a.m.,11.041,,,,,
11940,06/23/25 10:00:00 a.m.,12.497,,,,,
11941,06/23/25 10:30:00 a.m.,12.883,,,,,
11942,06/23/25 11:00:00 a.m.,15.664,,,,,
11943,06/23/25 11:11:35 a.m.,,4225.00,,,,
11944,06/23/25 11:30:00 a.m.,21.187,,,,,
11945,06/23/25 12:00:00 p.m.,24.641,,,,,
11946,06/23/25 12:30:00 p.m.,19.948,,,,,
11947,06/23/25 01:00:00 p.m.,18.426,,,,,
11948,06/23/25 01:26:11 p.m.,,4226.00,,,,
11949,06/23/25 01:30:00 p.m.,16.999,,,,,
11950,06/23/25 01:30:34 p.m.,,4227.00,,,,
11951,06/23/25 01:34:49 p.m.,,4228.00,,,,
11952,06/23/25 02:00:00 p.m.,14.517,,,,,
11953,06/23/25 02:30:00 p.m.,15.760,,,,,
11954,06/23/25 03:00:00 p.m.,20.234,,,,,
11955,06/23/25 03:30:00 p.m.,16.141,,,,,
11956,06/23/25 04:00:00 p.m.,16.618,,,,,
11957,06/23/25 04:30:00 p.m.,10.553,,,,,
11958,06/23/25 05:00:00 p.m.,8.382,,,,,
11959,06/23/25 05:30:00 p.m.,7.381,,,,,
11960,06/23/25 06:00:00 p.m.,6.674,,,,,
11961,06/23/25 06:30:00 p.m.,5.860,,,,,
11962,06/23/25 07:00:00 p.m.,5.347,,,,,
11963,06/23/25 07:09:09 p.m.,,4229.00,,,,
11964,06/23/25 07:19:37 p.m.,,4230.00,,,,
11965,06/23/25 07:30:00 p.m.,6.064,,,,,
11966,06/23/25 07:30:08 p.m.,,4231.00,,,,
11967,06/23/25 07:39:39 p.m.,,4232.00,,,,
11968,06/23/25 07:46:52 p.m.,,4233.00,,,,
11969,06/23/25 07:54:44 p.m.,,4234.00,,,,
11970,06/23/25 08:00:00 p.m.,6.064,,,,,
11971,06/23/25 08:02:53 p.m.,,4235.00,,,,
11972,06/23/25 08:13:18 p.m.,,4236.00,,,,
11973,06/23/25 08:21:57 p.m.,,4237.00,,,,
11974,06/23/25 08:25:29 p.m.,,4238.00,,,,
11975,06/23/25 08:29:38 p.m.,,4239.00,,,,
11976,06/23/25 08:30:00 p.m.,5.757,,,,,
11977,06/23/25 08:33:43 p.m.,,4240.00,,,,
11978,06/23/25 08:40:34 p.m.,,4241.00,,,,
11979,06/23/25 08:55:52 p.m.,,4242.00,,,,
11980,06/23/25 09:00:00 p.m.,5.655,,,,,
11981,06/23/25 09:06:12 p.m.,,4243.00,,,,
11982,06/23/25 09:19:05 p.m.,,4244.00,,,,
11983,06/23/25 09:27:38 p.m.,,4245.00,,,,
11984,06/23/25 09:30:00 p.m.,5.552,,,,,
11985,06/23/25 09:38:58 p.m.,,4246.00,,,,
11986,06/23/25 10:00:00 p.m.,5.347,,,,,
11987,06/23/25 10:00:42 p.m.,,4247.00,,,,
11988,06/23/25 10:10:30 p.m.,,4248.00,,,,
11989,06/23/25 10:24:00 p.m.,,4249.00,,,,
11990,06/23/25 10:30:00 p.m.,5.141,,,,,
11991,06/23/25 10:31:02 p.m.,,4250.00,,,,
11992,06/23/25 10:42:34 p.m.,,4251.00,,,,
11993,06/23/25 10:48:58 p.m.,,4252.00,,,,
11994,06/23/25 10:56:53 p.m.,,4253.00,,,,
11995,06/23/25 11:00:00 p.m.,4.727,,,,,
11996,06/23/25 11:07:36 p.m.,,4254.00,,,,
11997,06/23/25 11:12:53 p.m.,,4255.00,,,,
11998,06/23/25 11:16:07 p.m.,,4256.00,,,,
11999,06/23/25 11:18:47 p.m.,,4257.00,,,,
12000,06/23/25 11:22:02 p.m.,,4258.00,,,,
12001,06/23/25 11:24:59 p.m.,,4259.00,,,,
12002,06/23/25 11:28:06 p.m.,,4260.00,,,,
12003,06/23/25 11:30:00 p.m.,4.311,,,,,
12004,06/23/25 11:33:40 p.m.,,4261.00,,,,
12005,06/23/25 11:38:37 p.m.,,4262.00,,,,
12006,06/23/25 11:44:19 p.m.,,4263.00,,,,
12007,06/23/25 11:56:24 p.m.,,4264.00,,,,
12008,06/24/25 12:00:00 a.m.,3.893,,,,,
12009,06/24/25 12:30:00 a.m.,3.893,,,,,
12010,06/24/25 12:46:55 a.m.,,4265.00,,,,
12011,06/24/25 01:00:00 a.m.,4.102,,,,,
12012,06/24/25 01:04:27 a.m.,,4266.00,,,,
12013,06/24/25 01:11:34 a.m.,,4267.00,,,,
12014,06/24/25 01:27:56 a.m.,,4268.00,,,,
12015,06/24/25 01:30:00 a.m.,4.415,,,,,
12016,06/24/25 01:49:44 a.m.,,4269.00,,,,
12017,06/24/25 01:57:47 a.m.,,4270.00,,,,
12018,06/24/25 02:00:00 a.m.,4.311,,,,,
12019,06/24/25 02:07:13 a.m.,,4271.00,,,,
12020,06/24/25 02:19:20 a.m.,,4272.00,,,,
12021,06/24/25 02:30:00 a.m.,4.207,,,,,
12022,06/24/25 02:53:45 a.m.,,4273.00,,,,
12023,06/24/25 03:00:00 a.m.,4.207,,,,,
12024,06/24/25 03:20:14 a.m.,,4274.00,,,,
12025,06/24/25 03:30:00 a.m.,3.893,,,,,
12026,06/24/25 04:00:00 a.m.,3.472,,,,,
12027,06/24/25 04:29:09 a.m.,,4275.00,,,,
12028,06/24/25 04:30:00 a.m.,4.102,,,,,
12029,06/24/25 04:54:09 a.m.,,4276.00,,,,
12030,06/24/25 05:00:00 a.m.,4.415,,,,,
12031,06/24/25 05:14:49 a.m.,,4277.00,,,,
12032,06/24/25 05:26:42 a.m.,,4278.00,,,,
12033,06/24/25 05:30:00 a.m.,4.623,,,,,
12034,06/24/25 05:40:36 a.m.,,4279.00,,,,
12035,06/24/25 06:00:00 a.m.,5.037,,,,,
12036,06/24/25 06:30:00 a.m.,5.141,,,,,
12037,06/24/25 07:00:00 a.m.,5.450,,,,,
12038,06/24/25 07:30:00 a.m.,6.064,,,,,
12039,06/24/25 08:00:00 a.m.,7.179,,,,,
12040,06/24/25 08:30:00 a.m.,7.983,,,,,
12041,06/24/25 09:00:00 a.m.,8.382,,,,,
12042,06/24/25 09:30:00 a.m.,7.882,,,,,
12043,06/24/25 10:00:00 a.m.,9.768,,,,,
12044,06/24/25 10:18:37 a.m.,,4280.00,,,,
12045,06/24/25 10:24:06 a.m.,,4281.00,,,,
12046,06/24/25 10:27:35 a.m.,,4282.00,,,,
12047,06/24/25 10:30:00 a.m.,8.581,,,,,
12048,06/24/25 10:31:28 a.m.,,4283.00,,,,
12049,06/24/25 10:37:55 a.m.,,4284.00,,,,
12050,06/24/25 10:39:10 a.m.,,4285.00,,,,
12051,06/24/25 10:40:27 a.m.,,4286.00,,,,
12052,06/24/25 10:43:57 a.m.,,4287.00,,,,
12053,06/24/25 10:52:29 a.m.,,4288.00,,,,
12054,06/24/25 11:00:00 a.m.,9.077,,,,,
12055,06/24/25 11:00:35 a.m.,,4289.00,,,,
12056,06/24/25 11:04:49 a.m.,,4290.00,,,,
12057,06/24/25 11:06:18 a.m.,,4291.00,,,,
12058,06/24/25 11:09:02 a.m.,,4292.00,,,,
12059,06/24/25 11:18:25 a.m.,,4293.00,,,,
12060,06/24/25 11:30:00 a.m.,11.139,,,,,
12061,06/24/25 11:55:37 a.m.,,4294.00,,,,
12062,06/24/25 12:00:00 p.m.,11.916,,,,,
12063,06/24/25 12:17:49 p.m.,,4295.00,,,,
12064,06/24/25 12:30:00 p.m.,11.528,,,,,
12065,06/24/25 01:00:00 p.m.,12.497,,,,,
12066,06/24/25 01:09:01 p.m.,,4296.00,,,,
12067,06/24/25 01:30:00 p.m.,13.846,,,,,
12068,06/24/25 02:00:00 p.m.,11.625,,,,,
12069,06/24/25 02:30:00 p.m.,13.365,,,,,
12070,06/24/25 03:00:00 p.m.,14.900,,,,,
12071,06/24/25 03:30:00 p.m.,15.855,,,,,
12072,06/24/25 04:00:00 p.m.,17.094,,,,,
12073,06/24/25 04:30:00 p.m.,11.334,,,,,
12074,06/24/25 04:54:02 p.m.,,4297.00,,,,
12075,06/24/25 04:56:51 p.m.,,4298.00,,,,
12076,06/24/25 05:00:00 p.m.,8.680,,,,,
12077,06/24/25 05:06:54 p.m.,,4299.00,,,,
12078,06/24/25 05:29:00 p.m.,,4300.00,,,,
12079,06/24/25 05:30:00 p.m.,7.381,,,,,
12080,06/24/25 06:00:00 p.m.,5.962,,,,,
12081,06/24/25 06:30:00 p.m.,4.934,,,,,
12082,06/24/25 07:00:00 p.m.,4.102,,,,,
12083,06/24/25 07:30:00 p.m.,4.311,,,,,
12084,06/24/25 08:00:00 p.m.,4.727,,,,,
12085,06/24/25 08:26:09 p.m.,,4301.00,,,,
12086,06/24/25 08:30:00 p.m.,5.037,,,,,
12087,06/24/25 08:32:28 p.m.,,4302.00,,,,
12088,06/24/25 08:36:51 p.m.,,4303.00,,,,
12089,06/24/25 08:40:38 p.m.,,4304.00,,,,
12090,06/24/25 08:45:23 p.m.,,4305.00,,,,
12091,06/24/25 08:58:00 p.m.,,4306.00,,,,
12092,06/24/25 09:00:00 p.m.,5.037,,,,,
12093,06/24/25 09:02:04 p.m.,,4307.00,,,,
12094,06/24/25 09:05:34 p.m.,,4308.00,,,,
12095,06/24/25 09:08:32 p.m.,,4309.00,,,,
12096,06/24/25 09:10:25 p.m.,,4310.00,,,,
12097,06/24/25 09:12:43 p.m.,,4311.00,,,,
12098,06/24/25 09:15:46 p.m.,,4312.00,,,,
12099,06/24/25 09:23:28 p.m.,,4313.00,,,,
12100,06/24/25 09:30:00 p.m.,5.244,,,,,
12101,06/24/25 09:32:37 p.m.,,4314.00,,,,
12102,06/24/25 09:38:27 p.m.,,4315.00,,,,
12103,06/24/25 09:43:14 p.m.,,4316.00,,,,
12104,06/24/25 09:51:07 p.m.,,4317.00,,,,
12105,06/24/25 09:58:57 p.m.,,4318.00,,,,
12106,06/24/25 10:00:00 p.m.,5.141,,,,,
12107,06/24/25 10:08:56 p.m.,,4319.00,,,,
12108,06/24/25 10:30:00 p.m.,5.037,,,,,
12109,06/24/25 11:00:00 p.m.,4.934,,,,,
12110,06/24/25 11:29:58 p.m.,,4320.00,,,,
12111,06/24/25 11:30:00 p.m.,4.831,,,,,
12112,06/24/25 11:53:56 p.m.,,4321.00,,,,
12113,06/24/25 11:57:21 p.m.,,4322.00,,,,
12114,06/25/25 12:00:00 a.m.,4.727,,,,,
12115,06/25/25 12:00:50 a.m.,,4323.00,,,,
12116,06/25/25 12:03:48 a.m.,,4324.00,,,,
12117,06/25/25 12:07:22 a.m.,,4325.00,,,,
12118,06/25/25 12:10:50 a.m.,,4326.00,,,,
12119,06/25/25 12:13:21 a.m.,,4327.00,,,,
12120,06/25/25 12:15:15 a.m.,,4328.00,,,,
12121,06/25/25 12:17:41 a.m.,,4329.00,,,,
12122,06/25/25 12:20:10 a.m.,,4330.00,,,,
12123,06/25/25 12:23:39 a.m.,,4331.00,,,,
12124,06/25/25 12:26:11 a.m.,,4332.00,,,,
12125,06/25/25 12:28:23 a.m.,,4333.00,,,,
12126,06/25/25 12:29:56 a.m.,,4334.00,,,,
12127,06/25/25 12:30:00 a.m.,4.415,,,,,
12128,06/25/25 12:32:52 a.m.,,4335.00,,,,
12129,06/25/25 12:35:27 a.m.,,4336.00,,,,
12130,06/25/25 12:37:22 a.m.,,4337.00,,,,
12131,06/25/25 12:38:45 a.m.,,4338.00,,,,
12132,06/25/25 12:40:34 a.m.,,4339.00,,,,
12133,06/25/25 12:42:10 a.m.,,4340.00,,,,
12134,06/25/25 12:43:44 a.m.,,4341.00,,,,
12135,06/25/25 12:45:19 a.m.,,4342.00,,,,
12136,06/25/25 12:47:02 a.m.,,4343.00,,,,
12137,06/25/25 12:48:19 a.m.,,4344.00,,,,
12138,06/25/25 12:49:48 a.m.,,4345.00,,,,
12139,06/25/25 12:51:15 a.m.,,4346.00,,,,
12140,06/25/25 12:52:58 a.m.,,4347.00,,,,
12141,06/25/25 12:54:20 a.m.,,4348.00,,,,
12142,06/25/25 12:55:55 a.m.,,4349.00,,,,
12143,06/25/25 12:57:28 a.m.,,4350.00,,,,
12144,06/25/25 12:59:00 a.m.,,4351.00,,,,
12145,06/25/25 01:00:00 a.m.,3.367,,,,,
12146,06/25/25 01:00:25 a.m.,,4352.00,,,,
12147,06/25/25 01:01:45 a.m.,,4353.00,,,,
12148,06/25/25 01:03:01 a.m.,,4354.00,,,,
12149,06/25/25 01:04:47 a.m.,,4355.00,,,,
12150,06/25/25 01:06:39 a.m.,,4356.00,,,,
12151,06/25/25 01:09:59 a.m.,,4357.00,,,,
12152,06/25/25 01:12:06 a.m.,,4358.00,,,,
12153,06/25/25 01:14:48 a.m.,,4359.00,,,,
12154,06/25/25 01:16:39 a.m.,,4360.00,,,,
12155,06/25/25 01:19:40 a.m.,,4361.00,,,,
12156,06/25/25 01:22:15 a.m.,,4362.00,,,,
12157,06/25/25 01:24:31 a.m.,,4363.00,,,,
12158,06/25/25 01:26:38 a.m.,,4364.00,,,,
12159,06/25/25 01:28:55 a.m.,,4365.00,,,,
12160,06/25/25 01:30:00 a.m.,2.624,,,,,
12161,06/25/25 01:30:49 a.m.,,4366.00,,,,
12162,06/25/25 01:33:34 a.m.,,4367.00,,,,
12163,06/25/25 01:36:34 a.m.,,4368.00,,,,
12164,06/25/25 01:42:14 a.m.,,4369.00,,,,
12165,06/25/25 02:00:00 a.m.,2.730,,,,,
12166,06/25/25 02:00:53 a.m.,,4370.00,,,,
12167,06/25/25 02:08:11 a.m.,,4371.00,,,,
12168,06/25/25 02:10:20 a.m.,,4372.00,,,,
12169,06/25/25 02:14:14 a.m.,,4373.00,,,,
12170,06/25/25 02:16:36 a.m.,,4374.00,,,,
12171,06/25/25 02:19:27 a.m.,,4375.00,,,,
12172,06/25/25 02:21:56 a.m.,,4376.00,,,,
12173,06/25/25 02:25:44 a.m.,,4377.00,,,,
12174,06/25/25 02:28:33 a.m.,,4378.00,,,,
12175,06/25/25 02:30:00 a.m.,3.155,,,,,
12176,06/25/25 02:30:55 a.m.,,4379.00,,,,
12177,06/25/25 02:32:39 a.m.,,4380.00,,,,
12178,06/25/25 02:35:06 a.m.,,4381.00,,,,
12179,06/25/25 02:38:11 a.m.,,4382.00,,,,
12180,06/25/25 02:44:05 a.m.,,4383.00,,,,
12181,06/25/25 02:52:09 a.m.,,4384.00,,,,
12182,06/25/25 03:00:00 a.m.,3.155,,,,,
12183,06/25/25 03:07:03 a.m.,,4385.00,,,,
12184,06/25/25 03:22:38 a.m.,,4386.00,,,,
12185,06/25/25 03:29:29 a.m.,,4387.00,,,,
12186,06/25/25 03:30:00 a.m.,2.943,,,,,
12187,06/25/25 03:35:09 a.m.,,4388.00,,,,
12188,06/25/25 03:39:20 a.m.,,4389.00,,,,
12189,06/25/25 04:00:00 a.m.,3.261,,,,,
12190,06/25/25 04:10:36 a.m.,,4390.00,,,,
12191,06/25/25 04:30:00 a.m.,3.578,,,,,
12192,06/25/25 04:56:33 a.m.,,4391.00,,,,
12193,06/25/25 05:00:00 a.m.,3.893,,,,,
12194,06/25/25 05:30:00 a.m.,4.311,,,,,
12195,06/25/25 05:58:47 a.m.,,4392.00,,,,
12196,06/25/25 06:00:00 a.m.,4.727,,,,,
12197,06/25/25 06:30:00 a.m.,4.519,,,,,
